日期,一手房成交面积,一手房成交量,二手房成交面积,二手房成交量,weekofyear
2019-07-05,11179.58,115.0,36626.97,435.0,27
2019-07-04,11906.05,125.0,27250.64,306.0,27
2019-07-03,9836.03,101.0,30196.99,316.0,27
2019-07-02,13438.07,138.0,23944.89,272.0,27
2019-07-01,13895.01,144.0,25744.21,311.0,27
2019-06-30,9017.3,96.0,0.0,0.0,26
2019-06-29,11757.16,120.0,0.0,0.0,26
2019-06-28,11234.8,120.0,35028.8,426.0,26
2019-06-27,11624.78,122.0,25905.19,317.0,26
2019-06-26,9879.88,103.0,28009.58,348.0,26
2019-06-25,7779.93,82.0,19870.5,252.0,26
2019-06-24,8450.0,87.0,27065.09,328.0,26
2019-06-23,9758.25,99.0,0.0,0.0,25
2019-06-22,10124.72,105.0,0.0,0.0,25
2019-06-21,7771.12,81.0,35377.28,422.0,25
2019-06-20,7663.73,82.0,32700.9,371.0,25
2019-06-19,12942.41,135.0,26618.57,337.0,25
2019-06-18,9021.9,93.0,28381.64,334.0,25
2019-06-17,10476.82,112.0,29711.88,353.0,25
2019-06-16,12825.64,131.0,0.0,0.0,24
2019-06-15,11805.6,125.0,0.0,0.0,24
2019-06-14,12429.16,131.0,32116.89,410.0,24
2019-06-13,15335.77,151.0,25927.39,315.0,24
2019-06-12,14218.56,143.0,26382.38,337.0,24
2019-06-11,12086.03,124.0,26445.84,292.0,24
2019-06-10,10588.4,105.0,25713.28,321.0,24
2019-06-09,12719.18,130.0,0.0,0.0,23
2019-06-08,14734.93,149.0,0.0,0.0,23
2019-06-07,13977.2,147.0,0.0,0.0,23
2019-06-06,14652.35,153.0,30675.94,392.0,23
2019-06-05,13622.74,144.0,25679.15,308.0,23
2019-06-04,10208.43,111.0,23553.61,287.0,23
2019-06-03,9074.19,97.0,28339.47,360.0,23
2019-06-02,10337.93,110.0,0.0,0.0,22
2019-06-01,11631.31,123.0,0.0,0.0,22
2019-05-31,8191.64,89.0,42017.46,455.0,22
2019-05-30,10098.26,107.0,32138.46,368.0,22
2019-05-29,7927.24,86.0,27810.28,328.0,22
2019-05-28,8779.12,94.0,26966.17,317.0,22
2019-05-27,11982.8,125.0,33359.64,396.0,22
2019-05-26,13056.5,139.0,0.0,0.0,21
2019-05-25,14247.55,155.0,0.0,0.0,21
2019-05-24,15048.91,157.0,36179.6,453.0,21
2019-05-23,15640.6,164.0,30058.29,382.0,21
2019-05-22,14639.73,150.0,29610.8,356.0,21
2019-05-21,15030.67,152.0,27576.06,338.0,21
2019-05-20,14839.13,151.0,36113.27,438.0,21
2019-05-19,14396.64,144.0,0.0,0.0,20
2019-05-18,15523.27,161.0,0.0,0.0,20
2019-05-17,15662.82,160.0,41357.92,508.0,20
2019-05-16,14064.43,147.0,34059.5,405.0,20
2019-05-15,16814.58,173.0,36740.16,419.0,20
2019-05-14,15819.28,166.0,29238.9,361.0,20
2019-05-13,14970.0,153.0,41114.29,469.0,20
2019-05-12,15566.15,161.0,0.0,0.0,19
2019-05-11,14037.99,148.0,0.0,0.0,19
2019-05-10,16632.08,173.0,45234.03,517.0,19
2019-05-09,16001.24,167.0,30868.95,386.0,19
2019-05-08,18438.59,195.0,27799.28,336.0,19
2019-05-07,19492.63,200.0,24767.39,343.0,19
2019-05-06,16093.14,166.0,23060.98,294.0,19
2019-05-05,13462.08,140.0,25818.69,318.0,18
2019-05-04,13178.46,141.0,0.0,0.0,18
2019-05-03,14169.98,145.0,0.0,0.0,18
2019-05-02,13568.34,142.0,0.0,0.0,18
2019-05-01,14688.97,156.0,0.0,0.0,18
2019-04-30,10299.86,107.0,41340.21,468.0,18
2019-04-29,12411.97,132.0,35217.34,464.0,18
2019-04-28,12104.22,127.0,35585.52,434.0,17
2019-04-27,10172.27,109.0,0.0,0.0,17
2019-04-26,13472.52,141.0,36662.31,488.0,17
2019-04-25,10912.11,118.0,35000.12,429.0,17
2019-04-24,8497.01,90.0,33568.38,430.0,17
2019-04-23,8793.89,90.0,30323.92,394.0,17
2019-04-22,7279.84,76.0,36150.57,446.0,17
2019-04-21,8485.91,88.0,0.0,0.0,16
2019-04-20,9424.52,101.0,0.0,0.0,16
2019-04-19,9235.67,97.0,39458.64,485.0,16
2019-04-18,11248.49,118.0,28465.18,363.0,16
2019-04-17,13132.21,135.0,30326.54,379.0,16
2019-04-16,4771.62,48.0,26525.34,337.0,16
2019-04-15,6692.18,70.0,32547.28,397.0,16
2019-04-14,6072.5,65.0,0.0,0.0,15
2019-04-13,9718.45,101.0,0.0,0.0,15
2019-04-12,7662.01,75.0,36533.66,455.0,15
2019-04-11,7384.04,75.0,29993.64,360.0,15
2019-04-10,6157.28,63.0,24732.55,325.0,15
2019-04-09,3863.5,41.0,23836.42,294.0,15
2019-04-08,1689.0,18.0,25056.66,297.0,15
2019-04-07,2935.99,31.0,0.0,0.0,14
2019-04-06,3269.65,36.0,0.0,0.0,14
2019-04-05,6336.38,69.0,0.0,0.0,14
2019-04-04,10994.76,113.0,27388.62,341.0,14
2019-04-03,11034.42,121.0,25383.03,298.0,14
2019-04-02,10151.76,109.0,22849.74,279.0,14
2019-04-01,13586.94,143.0,25164.04,285.0,14
2019-03-31,6769.77,70.0,0.0,0.0,13
2019-03-30,5864.77,62.0,0.0,0.0,13
2019-03-29,3991.41,42.0,28672.7,372.0,13
2019-03-28,4616.52,48.0,20473.48,276.0,13
2019-03-27,4549.34,49.0,19423.26,242.0,13
2019-03-26,2801.59,29.0,17434.49,220.0,13
2019-03-25,5842.52,63.0,23392.93,303.0,13
2019-03-24,9046.46,87.0,0.0,0.0,12
2019-03-23,11956.79,118.0,0.0,0.0,12
2019-03-22,12946.65,129.0,28039.89,336.0,12
2019-03-21,15670.03,160.0,19924.7,255.0,12
2019-03-20,13314.33,134.0,23284.18,275.0,12
2019-03-19,12613.46,123.0,17196.46,217.0,12
2019-03-18,9273.34,91.0,23926.08,263.0,12
2019-03-17,13302.63,127.0,0.0,0.0,11
2019-03-16,13469.74,135.0,0.0,0.0,11
2019-03-15,16508.69,166.0,21380.48,273.0,11
2019-03-14,11968.51,119.0,17179.93,214.0,11
2019-03-13,10784.17,112.0,17740.23,214.0,11
2019-03-12,8593.19,85.0,20795.56,206.0,11
2019-03-11,9582.51,98.0,17356.1,222.0,11
2019-03-10,9063.27,90.0,0.0,0.0,10
2019-03-09,11413.21,114.0,0.0,0.0,10
2019-03-08,11907.68,126.0,20168.98,252.0,10
2019-03-07,10379.12,110.0,14698.71,181.0,10
2019-03-06,12291.85,127.0,14912.79,190.0,10
2019-03-05,7492.73,78.0,14378.87,171.0,10
2019-03-04,8305.45,85.0,16114.24,198.0,10
2019-03-03,11113.03,114.0,0.0,0.0,9
2019-03-02,9589.77,100.0,0.0,0.0,9
2019-03-01,9710.16,99.0,18666.81,225.0,9
2019-02-28,9206.4,93.0,16760.83,201.0,9
2019-02-27,5353.84,56.0,14992.19,194.0,9
2019-02-26,6821.95,71.0,18287.9,219.0,9
2019-02-25,7392.4,76.0,19036.29,222.0,9
2019-02-24,9166.09,92.0,0.0,0.0,8
2019-02-23,8916.6,88.0,0.0,0.0,8
2019-02-22,9101.17,90.0,18183.79,219.0,8
2019-02-21,8743.36,87.0,15742.93,185.0,8
2019-02-20,9320.25,95.0,15129.71,167.0,8
2019-02-19,7705.49,82.0,13904.54,173.0,8
2019-02-18,8697.68,82.0,11316.05,141.0,8
2019-02-17,7485.27,71.0,0.0,0.0,7
2019-02-16,8098.95,80.0,0.0,0.0,7
2019-02-15,8041.73,80.0,13636.81,150.0,7
2019-02-14,7404.75,74.0,8852.71,106.0,7
2019-02-13,4543.13,47.0,5709.5,70.0,7
2019-02-12,0.0,0.0,5372.61,65.0,7
2019-02-03,0.0,0.0,2121.21,19.0,5
2019-02-02,736.68,7.0,2772.25,32.0,5
2019-02-01,780.58,8.0,5957.9,58.0,5
2019-01-31,1077.91,10.0,4525.38,55.0,5
2019-01-30,749.36,7.0,7100.21,81.0,5
2019-01-29,606.69,7.0,9162.57,108.0,5
2019-01-28,3059.51,30.0,15254.01,179.0,5
2019-01-27,3995.98,39.0,0.0,0.0,4
2019-01-26,5425.37,55.0,0.0,0.0,4
2019-01-25,8743.08,87.0,18499.78,227.0,4
2019-01-24,8914.88,92.0,18322.21,199.0,4
2019-01-23,8198.42,80.0,23073.57,236.0,4
2019-01-22,8869.16,88.0,18722.52,226.0,4
2019-01-21,7586.39,76.0,22504.75,266.0,4
2019-01-20,11300.15,107.0,0.0,0.0,3
2019-01-19,9449.63,92.0,0.0,0.0,3
2019-01-18,11235.63,114.0,25729.92,322.0,3
2019-01-17,11498.29,110.0,21464.07,237.0,3
2019-01-16,11568.46,116.0,18527.22,221.0,3
2019-01-15,13081.61,127.0,18592.58,202.0,3
2019-01-14,12177.21,118.0,27121.77,258.0,3
2019-01-13,9501.48,92.0,0.0,0.0,2
2019-01-12,9625.69,96.0,0.0,0.0,2
2019-01-11,7820.44,80.0,23692.42,280.0,2
2019-01-10,11202.38,112.0,21580.85,250.0,2
2019-01-09,11560.21,116.0,18708.57,232.0,2
2019-01-08,7630.94,77.0,18805.21,210.0,2
2019-01-07,6939.91,71.0,22627.8,246.0,2
2019-01-06,9447.86,98.0,0.0,0.0,1
2019-01-05,8729.81,93.0,0.0,0.0,1
2019-01-04,13886.89,142.0,20085.66,242.0,1
2019-01-03,8215.81,81.0,18670.01,167.0,1
2019-01-02,5863.54,50.0,11274.35,143.0,1
2019-01-01,4313.98,42.0,0.0,0.0,1
