日期,一手房成交面积,一手房成交量,二手房成交面积,二手房成交量,weekofyear
2023-03-05,13536.29,140.0,2144.11,23.0,9
2023-03-04,13688.55,139.0,2679.53,28.0,9
2023-03-03,13470.9,122.0,16019.71,174.0,9
2023-03-02,11200.53,113.0,12081.01,127.0,9
2023-03-01,7349.27,71.0,13842.01,145.0,9
2023-02-28,6426.67,55.0,14679.66,159.0,9
2023-02-27,3912.14,37.0,13730.5,143.0,9
2023-02-26,8281.16,86.0,1495.51,18.0,8
2023-02-25,11243.92,106.0,1286.71,17.0,8
2023-02-24,14796.7,137.0,13400.2,143.0,8
2023-02-23,10823.96,95.0,15142.11,166.0,8
2023-02-22,6643.42,67.0,11615.92,128.0,8
2023-02-21,7746.45,51.0,11783.57,136.0,8
2023-02-20,4033.76,41.0,13346.18,145.0,8
2023-02-19,8535.15,85.0,1651.21,19.0,7
2023-02-18,8071.48,74.0,2270.41,24.0,7
2023-02-17,11971.15,113.0,9439.28,102.0,7
2023-02-16,10953.15,87.0,11701.25,122.0,7
2023-02-15,5590.71,58.0,13440.04,135.0,7
2023-02-14,3412.21,30.0,13513.48,139.0,7
2023-02-13,3410.22,35.0,10743.46,116.0,7
2023-02-12,5932.67,60.0,2175.63,21.0,6
2023-02-11,9786.78,89.0,2140.2,23.0,6
2023-02-10,8691.15,82.0,9555.15,97.0,6
2023-02-09,5936.11,57.0,10719.77,119.0,6
2023-02-08,22988.32,166.0,10726.5,105.0,6
2023-02-07,3079.19,31.0,11367.29,110.0,6
2023-02-06,3076.52,32.0,8071.67,82.0,6
2023-02-05,5303.26,53.0,859.14,10.0,5
2023-02-04,8982.71,88.0,560.75,7.0,5
2023-02-03,9570.13,95.0,7961.15,83.0,5
2023-02-02,5764.65,61.0,7857.1,83.0,5
2023-02-01,6456.5,70.0,7380.08,87.0,5
2023-01-31,5328.41,56.0,8727.06,92.0,5
2023-01-30,4431.58,48.0,6210.29,64.0,5
2023-01-29,3297.34,34.0,5009.39,57.0,4
2023-01-28,0.0,0.0,2375.9,23.0,4
2023-01-20,8252.97,76.0,1942.51,19.0,3
2023-01-19,8669.98,84.0,3737.62,37.0,3
2023-01-18,9230.77,92.0,3879.11,37.0,3
2023-01-17,3720.09,39.0,4220.7,48.0,3
2023-01-16,4245.6,46.0,5571.33,57.0,3
2023-01-15,9550.01,91.0,723.36,8.0,2
2023-01-14,10988.84,114.0,804.84,10.0,2
2023-01-13,11527.1,120.0,8018.23,87.0,2
2023-01-12,10066.12,103.0,8014.88,92.0,2
2023-01-11,7673.82,79.0,8660.76,95.0,2
2023-01-10,5132.8,52.0,12332.23,129.0,2
2023-01-09,6588.75,70.0,10557.06,102.0,2
2023-01-08,11089.82,107.0,1027.78,13.0,1
2023-01-07,10817.08,112.0,1299.79,15.0,1
2023-01-06,9214.43,97.0,10251.58,107.0,1
2023-01-05,7410.72,74.0,9851.57,110.0,1
2023-01-04,2338.11,25.0,9682.53,101.0,1
2023-01-03,1811.28,19.0,8200.21,85.0,1
2023-01-02,2903.58,28.0,775.6,9.0,1
2023-01-01,6256.94,62.0,316.49,2.0,1
2022-12-31,12207.77,111.0,610.62,6.0,52
2022-12-30,6456.3,65.0,9074.04,81.0,52
2022-12-29,18999.82,390.0,6531.21,69.0,52
2022-12-28,9664.02,98.0,8335.19,83.0,52
2022-12-27,4528.41,43.0,8153.71,85.0,52
2022-12-26,3913.9,41.0,7902.34,79.0,52
2022-12-25,7472.41,74.0,769.96,7.0,51
2022-12-24,6218.5,63.0,691.25,8.0,51
2022-12-23,9252.54,94.0,5612.25,58.0,51
2022-12-22,9163.93,90.0,8252.27,80.0,51
2022-12-21,5831.24,63.0,9761.79,100.0,51
2022-12-20,3236.08,32.0,7267.06,80.0,51
2022-12-19,3396.0,34.0,9628.39,105.0,51
2022-12-18,7918.99,75.0,1211.16,14.0,50
2022-12-17,8988.86,92.0,1368.96,13.0,50
2022-12-16,10656.9,107.0,8602.14,98.0,50
2022-12-15,11183.35,113.0,10646.0,109.0,50
2022-12-14,8001.08,79.0,10705.72,103.0,50
2022-12-13,6644.47,65.0,10615.94,111.0,50
2022-12-12,8988.75,87.0,9213.91,98.0,50
2022-12-11,13054.23,127.0,409.75,5.0,49
2022-12-10,14808.21,143.0,545.25,7.0,49
2022-12-09,14981.44,144.0,8174.42,92.0,49
2022-12-08,11331.03,110.0,9458.87,107.0,49
2022-12-07,9150.24,89.0,11323.88,110.0,49
2022-12-06,6002.46,59.0,10040.9,98.0,49
2022-12-05,3081.64,30.0,8654.89,90.0,49
2022-12-04,7966.98,79.0,545.25,5.0,48
2022-12-03,6921.38,71.0,1241.16,14.0,48
2022-12-02,8038.97,85.0,8746.92,95.0,48
2022-12-01,9319.23,98.0,9677.83,91.0,48
2022-11-30,9053.85,104.0,9068.23,103.0,48
2022-11-29,4115.84,42.0,11346.8,131.0,48
2022-11-28,4406.28,46.0,10380.92,114.0,48
2022-11-27,7390.53,78.0,398.24,5.0,47
2022-11-26,7895.11,79.0,767.75,9.0,47
2022-11-25,11365.48,112.0,8117.02,87.0,47
2022-11-24,7433.96,72.0,7900.7,86.0,47
2022-11-23,8711.31,84.0,9227.52,100.0,47
2022-11-22,4687.38,49.0,9393.87,108.0,47
2022-11-21,4671.9,48.0,9779.31,99.0,47
2022-11-20,7925.6,81.0,311.1,3.0,46
2022-11-19,9812.71,96.0,1044.7,10.0,46
2022-11-18,12546.56,127.0,10107.68,102.0,46
2022-11-17,9765.02,97.0,10776.6,100.0,46
2022-11-16,8715.18,89.0,7737.13,78.0,46
2022-11-15,9081.83,87.0,10194.19,97.0,46
2022-11-14,7337.58,75.0,9776.08,110.0,46
2022-11-13,12105.28,122.0,119.77,1.0,45
2022-11-12,10566.61,107.0,1221.49,10.0,45
2022-11-11,10566.91,104.0,7958.67,75.0,45
2022-11-10,9720.21,101.0,9278.8,104.0,45
2022-11-09,9894.43,98.0,8536.46,91.0,45
2022-11-08,5369.3,53.0,9099.11,96.0,45
2022-11-07,5580.85,60.0,9398.93,101.0,45
2022-11-06,10867.93,95.0,386.11,7.0,44
2022-11-05,14879.77,133.0,611.52,9.0,44
2022-11-04,11171.8,114.0,10126.57,95.0,44
2022-11-03,12313.1,123.0,9366.53,87.0,44
2022-11-02,7345.0,73.0,7964.4,88.0,44
2022-11-01,3938.56,41.0,8366.52,95.0,44
2022-10-31,5041.72,52.0,8577.24,101.0,44
2022-10-30,11409.36,120.0,824.52,7.0,43
2022-10-29,11350.31,112.0,1407.08,17.0,43
2022-10-28,13259.69,131.0,8614.46,85.0,43
2022-10-27,11059.69,113.0,10354.73,107.0,43
2022-10-26,11770.4,118.0,9581.04,98.0,43
2022-10-25,6537.35,61.0,9453.63,102.0,43
2022-10-24,6914.74,69.0,8293.79,92.0,43
2022-10-23,11353.79,119.0,119.45,1.0,42
2022-10-22,10813.51,116.0,827.64,8.0,42
2022-10-21,12083.04,124.0,9954.41,90.0,42
2022-10-20,11693.68,118.0,7489.64,79.0,42
2022-10-19,12679.7,127.0,10576.04,108.0,42
2022-10-18,9105.27,97.0,10421.87,114.0,42
2022-10-17,10952.09,115.0,6460.57,74.0,42
2022-10-16,15070.29,157.0,981.13,8.0,41
2022-10-15,16315.65,172.0,991.67,10.0,41
2022-10-14,16611.2,174.0,8994.14,98.0,41
2022-10-13,19224.94,195.0,8070.48,88.0,41
2022-10-12,16922.26,175.0,8765.02,85.0,41
2022-10-11,15540.58,156.0,8942.96,92.0,41
2022-10-10,10466.51,114.0,9023.8,96.0,41
2022-10-09,7292.11,79.0,9530.55,99.0,40
2022-10-08,2644.64,28.0,7090.01,80.0,40
2022-10-07,1516.38,16.0,445.38,5.0,40
2022-10-06,2391.28,26.0,0.0,0.0,40
2022-10-05,1473.42,15.0,0.0,0.0,40
2022-10-04,3210.18,33.0,164.31,2.0,40
2022-10-03,11152.5,94.0,59.74,1.0,40
2022-10-02,15023.96,122.0,265.45,2.0,39
2022-10-01,21010.29,180.0,438.02,5.0,39
2022-09-30,28729.43,219.0,6141.38,70.0,39
2022-09-29,26518.15,203.0,8879.52,87.0,39
2022-09-28,19790.25,157.0,7516.05,80.0,39
2022-09-27,19775.49,172.0,7362.02,83.0,39
2022-09-26,14352.94,118.0,7335.63,76.0,39
2022-09-25,8580.71,75.0,177.14,2.0,38
2022-09-24,6340.53,67.0,687.6,9.0,38
2022-09-23,11840.05,128.0,8000.8,88.0,38
2022-09-22,10815.65,114.0,8415.15,91.0,38
2022-09-21,10072.73,105.0,8673.6,93.0,38
2022-09-20,5025.5,54.0,8020.37,80.0,38
2022-09-19,39207.26,422.0,8266.7,88.0,38
2022-09-18,11284.74,119.0,247.15,3.0,37
2022-09-17,13233.94,140.0,766.39,11.0,37
2022-09-16,15813.57,169.0,8208.11,95.0,37
2022-09-15,12197.88,125.0,8556.57,91.0,37
2022-09-14,7938.29,84.0,9491.24,93.0,37
2022-09-13,7628.95,77.0,9884.58,110.0,37
2022-09-12,6448.47,69.0,293.71,5.0,37
2022-09-11,11680.88,127.0,308.66,4.0,36
2022-09-10,12866.51,142.0,1035.56,10.0,36
2022-09-09,13266.59,140.0,7685.81,79.0,36
2022-09-08,9818.58,98.0,6131.5,61.0,36
2022-09-07,7946.12,85.0,5629.96,54.0,36
2022-09-06,5317.75,59.0,7397.34,72.0,36
2022-09-05,5982.42,63.0,7774.05,86.0,36
2022-09-04,7541.0,81.0,157.42,2.0,35
2022-09-03,10283.6,100.0,588.32,7.0,35
2022-09-02,10161.83,98.0,6226.74,66.0,35
2022-09-01,6482.57,67.0,5753.89,59.0,35
2022-08-31,7849.91,79.0,5675.38,54.0,35
2022-08-30,3665.54,37.0,5220.3,55.0,35
2022-08-29,4734.14,43.0,6952.6,71.0,35
2022-08-28,4923.93,50.0,273.26,3.0,34
2022-08-27,8167.93,80.0,1382.56,12.0,34
2022-08-26,8038.02,81.0,9397.09,89.0,34
2022-08-25,10641.91,103.0,7932.66,84.0,34
2022-08-24,5439.41,54.0,9119.58,97.0,34
2022-08-23,3849.46,40.0,9828.8,105.0,34
2022-08-22,3686.28,37.0,7874.12,84.0,34
2022-08-21,4652.39,44.0,0.0,0.0,33
2022-08-20,5310.64,58.0,0.0,0.0,33
2022-08-19,6721.47,64.0,8621.49,95.0,33
2022-08-18,9534.95,91.0,8715.18,84.0,33
2022-08-17,8422.4,84.0,8393.78,88.0,33
2022-08-16,3711.08,38.0,8115.44,83.0,33
2022-08-15,4502.3,44.0,8892.34,94.0,33
2022-08-14,6920.17,72.0,249.66,4.0,32
2022-08-13,11375.35,110.0,323.12,4.0,32
2022-08-12,7884.37,78.0,8540.14,79.0,32
2022-08-11,9176.32,97.0,8697.58,83.0,32
2022-08-10,6739.43,73.0,8174.7,88.0,32
2022-08-09,3771.67,39.0,7754.17,86.0,32
2022-08-08,4817.68,48.0,8180.13,84.0,32
2022-08-07,10143.73,106.0,335.59,4.0,31
2022-08-06,10465.36,109.0,277.98,4.0,31
2022-08-05,13182.94,137.0,8803.49,100.0,31
2022-08-04,12189.15,127.0,9792.81,106.0,31
2022-08-03,61409.66,490.0,10734.14,111.0,31
2022-08-02,7659.03,74.0,8051.01,84.0,31
2022-08-01,6208.89,64.0,10362.6,100.0,31
2022-07-31,9747.97,99.0,975.5,9.0,30
2022-07-30,11781.02,117.0,572.22,6.0,30
2022-07-29,8407.05,77.0,10748.25,115.0,30
2022-07-28,10532.2,109.0,8084.89,83.0,30
2022-07-27,9743.74,87.0,7494.56,69.0,30
2022-07-26,3479.55,33.0,5742.61,61.0,30
2022-07-25,5350.97,54.0,8413.4,86.0,30
2022-07-24,9429.52,97.0,779.86,6.0,29
2022-07-23,11545.5,111.0,1597.75,10.0,29
2022-07-22,13368.4,131.0,8959.23,97.0,29
2022-07-21,9269.05,94.0,8154.15,94.0,29
2022-07-20,8525.23,77.0,8790.65,90.0,29
2022-07-19,7166.28,75.0,9633.45,95.0,29
2022-07-18,9581.14,98.0,10373.39,97.0,29
2022-07-17,11899.97,116.0,239.53,2.0,28
2022-07-16,14268.96,137.0,294.62,4.0,28
2022-07-15,9967.07,98.0,10829.96,100.0,28
2022-07-14,11371.74,106.0,11293.14,113.0,28
2022-07-13,11746.34,114.0,10023.68,106.0,28
2022-07-12,10384.8,106.0,9231.28,97.0,28
2022-07-11,9988.38,100.0,9666.12,110.0,28
2022-07-10,16591.44,157.0,335.22,3.0,27
2022-07-09,17265.07,167.0,848.88,9.0,27
2022-07-08,18281.53,167.0,12565.43,119.0,27
2022-07-07,19087.41,179.0,9382.62,105.0,27
2022-07-06,15732.17,141.0,9866.27,99.0,27
2022-07-05,10238.14,97.0,10308.86,101.0,27
2022-07-04,11285.65,96.0,9480.58,103.0,27
2022-07-03,14194.81,122.0,0.0,0.0,26
2022-07-02,17240.11,149.0,313.17,3.0,26
2022-07-01,863.69,7.0,7062.9,79.0,26
2022-06-30,38769.04,298.0,10160.71,99.0,26
2022-06-29,16169.96,149.0,10812.62,104.0,26
2022-06-28,13290.45,113.0,8442.66,92.0,26
2022-06-27,10572.72,81.0,8644.86,96.0,26
2022-06-26,17355.83,155.0,693.3,8.0,25
2022-06-25,13623.32,132.0,690.03,7.0,25
2022-06-24,14377.39,135.0,10200.49,99.0,25
2022-06-23,11494.81,118.0,10053.25,109.0,25
2022-06-22,12446.04,119.0,11025.92,116.0,25
2022-06-21,5871.85,50.0,12518.79,131.0,25
2022-06-20,3989.41,38.0,10715.85,119.0,25
2022-06-19,7164.69,63.0,386.42,6.0,24
2022-06-18,7779.64,73.0,1386.54,14.0,24
2022-06-17,11141.55,106.0,9149.56,90.0,24
2022-06-16,12034.79,113.0,10461.12,100.0,24
2022-06-15,11284.32,108.0,9189.81,99.0,24
2022-06-14,5640.52,54.0,10824.56,110.0,24
2022-06-13,6771.05,60.0,9371.93,98.0,24
2022-06-12,11530.22,104.0,736.35,6.0,23
2022-06-11,9927.75,97.0,330.1,4.0,23
2022-06-10,10259.71,101.0,9138.07,98.0,23
2022-06-09,9520.67,89.0,9925.78,109.0,23
2022-06-08,10866.18,102.0,12526.99,121.0,23
2022-06-07,5564.3,55.0,9464.44,99.0,23
2022-06-06,1842.66,18.0,11054.77,118.0,23
2022-06-05,7306.96,72.0,297.44,4.0,22
2022-06-04,6769.12,70.0,40.14,1.0,22
2022-06-03,11382.78,110.0,862.44,7.0,22
2022-06-02,13201.08,134.0,9648.31,98.0,22
2022-06-01,9191.67,91.0,10082.44,112.0,22
2022-05-31,9198.24,86.0,10114.85,113.0,22
2022-05-30,4222.73,43.0,12687.12,123.0,22
2022-05-29,9604.81,100.0,554.84,5.0,21
2022-05-28,10699.91,111.0,529.22,6.0,21
2022-05-27,8332.03,89.0,11616.16,120.0,21
2022-05-26,7733.25,84.0,11542.61,121.0,21
2022-05-25,7805.71,77.0,12303.63,131.0,21
2022-05-24,4828.28,45.0,13542.3,151.0,21
2022-05-23,2767.04,28.0,8996.66,101.0,21
2022-05-22,7602.52,76.0,418.35,5.0,20
2022-05-21,7145.71,75.0,520.53,6.0,20
2022-05-20,6100.82,63.0,11144.18,117.0,20
2022-05-19,5744.47,59.0,12991.67,133.0,20
2022-05-18,5855.04,60.0,12248.17,126.0,20
2022-05-17,3279.04,33.0,11230.87,117.0,20
2022-05-16,1823.21,18.0,11539.7,125.0,20
2022-05-15,6973.73,72.0,491.13,7.0,19
2022-05-14,8040.97,81.0,532.25,7.0,19
2022-05-13,9178.62,93.0,13094.81,123.0,19
2022-05-12,9185.33,91.0,12314.54,128.0,19
2022-05-11,7245.84,76.0,9179.51,104.0,19
2022-05-10,5004.98,49.0,11867.97,122.0,19
2022-05-09,6891.23,73.0,9464.25,101.0,19
2022-05-08,7188.93,72.0,740.39,7.0,18
2022-05-07,5206.83,50.0,9408.37,92.0,18
2022-05-06,3193.97,32.0,7894.37,86.0,18
2022-05-05,3847.77,40.0,5464.52,58.0,18
2022-05-04,2229.77,21.0,64.53,1.0,18
2022-05-03,1571.21,16.0,0.0,0.0,18
2022-05-02,1603.37,16.0,0.0,0.0,18
2022-05-01,6563.83,62.0,0.0,0.0,17
2022-04-30,8127.37,78.0,178.14,2.0,17
2022-04-29,10210.63,97.0,10498.4,114.0,17
2022-04-28,11602.54,114.0,8006.04,79.0,17
2022-04-27,11297.94,110.0,6673.55,65.0,17
2022-04-26,8038.64,80.0,7152.15,74.0,17
2022-04-25,10397.37,94.0,4482.93,48.0,17
2022-04-24,11424.21,105.0,7604.98,77.0,16
2022-04-23,11566.97,110.0,847.83,10.0,16
2022-04-22,11166.3,110.0,11418.5,109.0,16
2022-04-21,13027.8,124.0,13759.58,133.0,16
2022-04-20,10099.61,95.0,8714.16,85.0,16
2022-04-19,7534.7,65.0,7620.71,94.0,16
2022-04-18,4003.9,37.0,8236.42,95.0,16
2022-04-17,6972.49,70.0,484.81,6.0,15
2022-04-16,11406.1,110.0,905.15,9.0,15
2022-04-15,10020.99,97.0,7597.73,82.0,15
2022-04-14,10863.45,110.0,9150.27,102.0,15
2022-04-13,14993.69,142.0,6763.65,81.0,15
2022-04-12,6440.68,60.0,9006.44,103.0,15
2022-04-11,8905.04,81.0,9649.39,95.0,15
2022-04-10,8514.14,80.0,303.46,4.0,14
2022-04-09,10133.99,91.0,1090.08,16.0,14
2022-04-08,10751.85,102.0,7846.03,74.0,14
2022-04-07,8484.31,76.0,7127.66,73.0,14
2022-04-06,6987.68,64.0,6145.2,71.0,14
2022-04-05,8231.86,76.0,0.0,0.0,14
2022-04-04,9708.33,89.0,0.0,0.0,14
2022-04-03,12094.51,117.0,112.7,2.0,13
2022-04-02,20536.13,271.0,6765.83,70.0,13
2022-04-01,15419.81,147.0,6819.55,67.0,13
2022-03-31,25015.5,248.0,12311.82,138.0,13
2022-03-30,26466.27,312.0,6932.28,74.0,13
2022-03-29,9363.98,88.0,6185.03,64.0,13
2022-03-28,12689.31,110.0,6159.4,68.0,13
2022-03-27,14693.39,131.0,116.45,1.0,12
2022-03-26,18333.22,160.0,416.52,5.0,12
2022-03-25,18383.31,162.0,5024.93,60.0,12
2022-03-24,22170.4,185.0,4006.05,43.0,12
2022-03-23,18035.74,155.0,6547.2,67.0,12
2022-03-22,11283.94,95.0,7150.26,73.0,12
2022-03-21,2426.56,24.0,6590.39,72.0,12
2022-03-20,1609.3,15.0,98.15,2.0,11
2022-03-19,1558.86,14.0,85.27,1.0,11
2022-03-18,2205.77,20.0,404.04,3.0,11
2022-03-17,2168.04,19.0,290.26,4.0,11
2022-03-16,4824.95,44.0,384.79,5.0,11
2022-03-15,1633.07,16.0,350.56,3.0,11
2022-03-14,2968.9,25.0,1366.39,15.0,11
2022-03-13,10465.06,95.0,62.91,1.0,10
2022-03-12,9348.7,82.0,477.53,4.0,10
2022-03-11,12144.6,113.0,6313.14,73.0,10
2022-03-10,10888.73,100.0,6428.92,64.0,10
2022-03-09,12991.95,127.0,3186.83,38.0,10
2022-03-08,8075.22,75.0,3899.55,41.0,10
2022-03-07,5357.98,51.0,4081.31,44.0,10
2022-03-06,6631.61,64.0,59.74,1.0,9
2022-03-05,9614.23,90.0,253.66,3.0,9
2022-03-04,13005.91,122.0,6371.66,70.0,9
2022-03-03,11691.88,109.0,5113.31,59.0,9
2022-03-02,14540.52,140.0,3784.71,40.0,9
2022-03-01,3621.61,34.0,5951.51,60.0,9
2022-02-28,13471.15,130.0,11192.26,110.0,9
2022-02-27,854.13,7.0,0.0,0.0,8
2022-02-26,12368.61,116.0,300.74,3.0,8
2022-02-25,12611.25,123.0,6793.1,70.0,8
2022-02-24,16575.99,157.0,6551.37,63.0,8
2022-02-23,14409.4,139.0,5253.17,57.0,8
2022-02-22,9500.04,88.0,4944.75,52.0,8
2022-02-21,13118.67,124.0,7674.6,82.0,8
2022-02-20,10872.71,106.0,0.0,0.0,7
2022-02-19,12973.39,125.0,0.0,0.0,7
2022-02-18,14117.29,137.0,5228.62,59.0,7
2022-02-17,12358.75,118.0,4903.3,58.0,7
2022-02-16,9747.71,95.0,6035.42,60.0,7
2022-02-15,11583.84,107.0,4308.84,49.0,7
2022-02-14,3556.54,33.0,4982.55,52.0,7
2022-02-13,10684.98,102.0,0.0,0.0,6
2022-02-12,9648.5,95.0,251.07,2.0,6
2022-02-11,10411.05,101.0,5441.42,55.0,6
2022-02-10,8443.69,78.0,5725.54,62.0,6
2022-02-09,7705.93,75.0,2950.57,36.0,6
2022-02-08,2836.17,28.0,3001.8,34.0,6
2022-01-30,4699.19,49.0,857.42,9.0,4
2022-01-29,94760.85,756.0,2181.41,19.0,4
2022-01-28,13576.26,124.0,2588.36,28.0,4
2022-01-27,10165.58,98.0,3226.01,29.0,4
2022-01-26,12154.57,115.0,4275.71,48.0,4
2022-01-25,5407.02,54.0,6531.44,66.0,4
2022-01-24,5259.17,50.0,8886.35,85.0,4
2022-01-23,10696.88,107.0,0.0,0.0,3
2022-01-22,13226.75,133.0,347.05,4.0,3
2022-01-21,10970.51,109.0,8994.62,97.0,3
2022-01-20,13717.65,132.0,7978.99,83.0,3
2022-01-19,9342.66,88.0,8704.04,95.0,3
2022-01-18,5898.91,51.0,9090.43,103.0,3
2022-01-17,9054.44,82.0,7943.66,81.0,3
2022-01-16,8091.75,80.0,140.62,1.0,2
2022-01-15,12860.34,120.0,0.0,0.0,2
2022-01-14,14873.5,143.0,10354.71,109.0,2
2022-01-13,12229.59,116.0,10295.1,95.0,2
2022-01-12,14145.95,130.0,7270.74,78.0,2
2022-01-11,3592.46,32.0,8110.75,92.0,2
2022-01-10,5852.14,55.0,10964.25,127.0,2
2022-01-09,9215.88,86.0,199.29,3.0,1
2022-01-08,9795.6,91.0,1161.63,13.0,1
2022-01-07,25879.36,252.0,6132.35,57.0,1
2022-01-06,9192.42,89.0,7477.53,83.0,1
2022-01-05,5864.18,53.0,6376.7,72.0,1
2022-01-04,3226.95,31.0,6900.11,76.0,1
2022-01-03,8771.66,81.0,239.71,3.0,1
2022-01-02,15369.12,144.0,87.85,1.0,52
2022-01-01,16765.11,161.0,0.0,0.0,52
2021-12-31,18160.55,175.0,9209.3,105.0,52
2021-12-30,16076.54,150.0,9374.03,96.0,52
2021-12-29,13693.34,128.0,9756.42,108.0,52
2021-12-28,7358.98,66.0,9063.87,98.0,52
2021-12-27,10769.85,103.0,9040.84,92.0,52
2021-12-26,14855.29,141.0,209.88,3.0,51
2021-12-25,15356.88,145.0,312.01,4.0,51
2021-12-24,13809.07,131.0,10320.61,92.0,51
2021-12-23,13267.35,129.0,7673.0,88.0,51
2021-12-22,11663.58,111.0,7546.23,91.0,51
2021-12-21,7132.68,64.0,6944.43,78.0,51
2021-12-20,7942.67,74.0,8016.03,83.0,51
2021-12-19,13656.45,131.0,209.59,3.0,50
2021-12-18,8929.67,87.0,1004.34,13.0,50
2021-12-17,12345.41,116.0,7311.04,82.0,50
2021-12-16,15053.02,150.0,8315.07,90.0,50
2021-12-15,15081.98,146.0,8797.77,100.0,50
2021-12-14,6010.66,66.0,8292.66,91.0,50
2021-12-13,8090.07,85.0,9166.06,95.0,50
2021-12-12,11541.19,113.0,81.73,2.0,49
2021-12-11,13924.14,139.0,1912.94,24.0,49
2021-12-10,15593.96,154.0,6443.04,59.0,49
2021-12-09,12578.1,121.0,8607.96,93.0,49
2021-12-08,13077.92,130.0,10031.89,91.0,49
2021-12-07,5909.52,62.0,7547.01,82.0,49
2021-12-06,7903.57,81.0,7424.89,78.0,49
2021-12-05,10763.77,105.0,565.78,5.0,48
2021-12-04,13268.5,135.0,534.41,6.0,48
2021-12-03,15581.9,158.0,7783.64,84.0,48
2021-12-02,16130.28,165.0,6470.85,64.0,48
2021-12-01,9979.26,104.0,7218.05,76.0,48
2021-11-30,6603.35,70.0,8531.55,93.0,48
2021-11-29,8971.7,91.0,8504.76,91.0,48
2021-11-28,15764.13,159.0,86.28,1.0,47
2021-11-27,14240.94,148.0,914.93,9.0,47
2021-11-26,18153.04,184.0,7102.11,70.0,47
2021-11-25,17286.78,180.0,7397.54,79.0,47
2021-11-24,15709.34,165.0,7808.55,83.0,47
2021-11-23,12768.46,135.0,6733.84,76.0,47
2021-11-22,10254.22,107.0,10063.57,104.0,47
2021-11-21,17031.13,177.0,445.2,6.0,46
2021-11-20,15956.98,167.0,2069.94,19.0,46
2021-11-19,15218.97,160.0,5982.24,74.0,46
2021-11-18,19092.88,191.0,12770.56,138.0,46
2021-11-17,18667.2,184.0,14939.68,146.0,46
2021-11-16,10895.51,110.0,11396.03,117.0,46
2021-11-15,13054.95,132.0,13600.15,163.0,46
2021-11-14,16233.73,165.0,61.29,1.0,45
2021-11-13,18027.53,180.0,57.66,1.0,45
2021-11-12,24689.68,245.0,13048.66,141.0,45
2021-11-11,21336.49,214.0,13538.79,137.0,45
2021-11-10,21456.3,209.0,12897.27,130.0,45
2021-11-09,16504.82,163.0,10318.67,115.0,45
2021-11-08,17556.43,174.0,11525.6,136.0,45
2021-11-07,20452.5,209.0,206.71,2.0,44
2021-11-06,25286.07,253.0,282.5,3.0,44
2021-11-05,31842.65,318.0,9195.97,103.0,44
2021-11-04,30929.98,311.0,11204.6,118.0,44
2021-11-03,28949.41,292.0,14339.68,124.0,44
2021-11-02,27654.33,286.0,11645.12,133.0,44
2021-11-01,25544.49,264.0,11194.59,131.0,44
2021-10-31,19040.81,188.0,272.19,4.0,43
2021-10-30,17442.74,171.0,278.41,7.0,43
2021-10-29,18815.97,188.0,14813.04,157.0,43
2021-10-28,18933.79,184.0,12765.74,141.0,43
2021-10-27,14918.42,147.0,11069.52,109.0,43
2021-10-26,9106.75,93.0,12656.79,139.0,43
2021-10-25,11225.18,107.0,9895.59,108.0,43
2021-10-24,17355.62,167.0,91.88,1.0,42
2021-10-23,16542.32,163.0,114.74,2.0,42
2021-10-22,19360.01,186.0,12035.42,131.0,42
2021-10-21,21303.12,204.0,10227.12,109.0,42
2021-10-20,14209.32,137.0,13816.59,137.0,42
2021-10-19,11732.82,107.0,10734.92,127.0,42
2021-10-18,14625.77,137.0,10018.13,124.0,42
2021-10-17,21541.84,205.0,1075.07,6.0,41
2021-10-16,14470.79,150.0,775.39,9.0,41
2021-10-15,17215.64,167.0,12289.88,132.0,41
2021-10-14,16480.43,158.0,11327.72,132.0,41
2021-10-13,18079.79,175.0,8123.78,83.0,41
2021-10-12,18438.44,173.0,7435.65,79.0,41
2021-10-11,20858.74,195.0,8671.24,101.0,41
2021-10-10,14779.65,142.0,573.54,7.0,40
2021-10-09,4860.12,46.0,5365.76,62.0,40
2021-10-08,4353.38,41.0,4959.37,61.0,40
2021-10-07,9243.19,90.0,0.0,0.0,40
2021-10-06,9023.28,90.0,0.0,0.0,40
2021-10-05,12049.13,120.0,0.0,0.0,40
2021-10-04,17340.51,168.0,0.0,0.0,40
2021-10-03,18590.01,183.0,0.0,0.0,39
2021-10-02,23381.7,228.0,0.0,0.0,39
2021-10-01,20360.54,202.0,449.01,7.0,39
2021-09-30,10126.17,98.0,7267.15,78.0,39
2021-09-29,8152.17,81.0,6904.21,71.0,39
2021-09-28,10623.85,113.0,6519.83,87.0,39
2021-09-27,6397.31,63.0,10302.66,103.0,39
2021-09-26,6257.36,61.0,9911.68,107.0,38
2021-09-25,7076.19,71.0,393.32,4.0,38
2021-09-24,9612.08,95.0,9677.6,113.0,38
2021-09-23,6506.42,68.0,8783.03,96.0,38
2021-09-22,5384.21,56.0,11276.98,110.0,38
2021-09-21,8091.48,86.0,460.67,2.0,38
2021-09-20,8921.33,92.0,0.0,0.0,38
2021-09-19,8339.58,87.0,315.46,4.0,37
2021-09-18,10434.93,108.0,8210.0,87.0,37
2021-09-17,7345.4,75.0,8626.6,99.0,37
2021-09-16,7716.42,81.0,12064.13,88.0,37
2021-09-15,7793.13,78.0,9257.94,98.0,37
